Dates,Mean
2021-03-01,72.70942857
2021-03-02,67.58771429
2021-03-03,100.2944118
2021-03-04,136.0958824
2021-03-05,108.0474286
2021-03-06,101.6326471
2021-03-07,118.1511429
2021-03-08,101.8025714
2021-03-09,123.9757143
2021-03-10,70.58571429
2021-03-11,114.8130303
2021-03-12,74.12060606
2021-03-13,107.9802941
2021-03-14,95.58764706
2021-03-15,100.3814706
2021-03-16,117.9632353
2021-03-17,117.055
2021-03-18,125.4339394
2021-03-19,101.5705882
2021-03-20,112.4338235
2021-03-21,111.8512121
2021-03-22,73.42941176
2021-03-23,69.57735294
2021-03-24,68.82151515
2021-03-25,54.49
2021-03-26,74.18088235
2021-03-27,100.5027273
2021-03-28,108.7054545
2021-03-29,79.31857143
2021-03-30,97.16939394
2021-03-31,53.80606061
2021-04-01,48.82058824
2021-04-02,65.71705882
2021-04-03,64.23058824
2021-04-04,77.36764706
2021-04-05,89.60588235
2021-04-06,123.1373529
2021-04-07,72.54735294
2021-04-08,56.01294118
2021-04-09,62.24676471
2021-04-10,66.84441176
2021-04-11,77.36176471
2021-04-12,105.3694118
2021-04-13,95.57617647
2021-04-14,67.04441176
2021-04-15,81.61941176
2021-04-16,90.07058824
2021-04-17,45.53774194
2021-04-18,69.5069697
2021-04-19,80.38823529
2021-04-20,68.64176471
2021-04-21,51.39323529
2021-04-22,48.23088235
2021-04-23,43.26484848
2021-04-24,48.17264706
2021-04-25,93.60676471
2021-04-26,155.01
2021-04-27,164.8697059
2021-04-28,189.395
2021-04-29,154.7952941
2021-04-30,116.2193939
2021-05-01,72.37030303
2021-05-02,68.74606061
2021-05-03,88.54727273
2021-05-04,66.61911765
2021-05-05,67.29205882
2021-05-06,57.385
2021-05-07,59.3178125
2021-05-08,71.7196875
2021-05-09,55.55666667
2021-05-10,53.11382353
2021-05-11,56.09264706
2021-05-12,41.11323529
2021-05-13,37.53382353
2021-05-14,46.07441176
2021-05-15,47.52264706
2021-05-16,64.92470588
2021-05-17,82.47606061
2021-05-18,24.71939394
2021-05-19,35.09757576
2021-05-20,40.99151515
2021-05-21,31.47484848
2021-05-22,32.62060606
2021-05-23,151.1890909
2021-05-24,56.16484848
2021-05-25,45.415625
2021-05-26,57.44096774
2021-05-27,54.12935484
2021-05-28,31.1328125
2021-05-29,21.16
2021-05-30,27.18125
2021-05-31,44.3915625
2021-06-01,35.7353125
2021-06-02,52.865
2021-06-03,75.61606061
2021-06-04,75.19545455
2021-06-05,45.4728125
2021-06-06,49.3534375
2021-06-07,69.270625
2021-06-08,85.01636364
2021-06-09,65.51909091
2021-06-10,59.19242424
2021-06-11,45.24393939
2021-06-12,35.27606061
2021-06-13,37.25794118
2021-06-14,38.65235294
2021-06-15,34.29117647
2021-06-16,37.23970588
2021-06-17,45.81264706
2021-06-18,27.58941176
2021-06-19,27.02764706
2021-06-20,24.69117647
2021-06-21,37.48617647
2021-06-22,50.60970588
2021-06-23,79.65333333
2021-06-24,52.09181818
2021-06-25,57.24636364
2021-06-26,44.99909091
2021-06-27,75.52757576
2021-06-28,67.5069697
2021-06-29,77.43939394
2021-06-30,69.21727273
2021-07-01,49.69878788
2021-07-02,57.5734375
2021-07-03,38.89757576
2021-07-04,58.38625
2021-07-05,51.48
2021-07-06,47.4303125
2021-07-07,51.6240625
2021-07-08,48.31735294
2021-07-09,45.41735294
2021-07-10,33.22794118
2021-07-11,42.60941176
2021-07-12,32.15294118
2021-07-13,29.74484848
2021-07-14,34.49205882
2021-07-15,42.10090909
2021-07-16,43.39941176
2021-07-17,50.83764706
2021-07-18,33.11676471
2021-07-19,17.61484848
2021-07-20,34.79852941
2021-07-21,39.32
2021-07-22,26.49205882
2021-07-23,33.59470588
2021-07-24,45.77441176
2021-07-25,39.58117647
2021-07-26,49.79117647
2021-07-27,37.74970588
2021-07-28,20.66
2021-07-29,25.97264706
2021-07-30,33.70764706
2021-07-31,26.25558824
2021-08-01,33.59371429
2021-08-02,42.95171429
2021-08-03,28.624
2021-08-04,25.78942857
2021-08-05,39.126
2021-08-06,46.40885714
2021-08-07,45.61285714
2021-08-08,47.58771429
2021-08-09,52.45428571
2021-08-10,41.26657143
2021-08-11,32.92628571
2021-08-12,32.71088235
2021-08-13,33.108
2021-08-14,32.12228571
2021-08-15,33.06029412
2021-08-16,37.88485714
2021-08-17,51.36657143
2021-08-18,61.19
2021-08-19,76.70971429
2021-08-20,38.54142857
2021-08-21,24.09371429
2021-08-22,33.66914286
2021-08-23,36.568
2021-08-24,48.13314286
2021-08-25,36.15914286
2021-08-26,32.84571429
2021-08-27,44.71485714
2021-08-28,48.76428571
2021-08-29,53.09942857
2021-08-30,25.41485714
2021-08-31,23.02971429
2021-09-01,24.03857143
2021-09-02,29.85828571
2021-09-03,26.546
2021-09-04,29.05571429
2021-09-05,42.24029412
2021-09-06,53.34314286
2021-09-07,41.67485714
2021-09-08,23.88617647
2021-09-09,31.51529412
2021-09-10,33.52371429
2021-09-11,20.77342857
2021-09-12,29.45257143
2021-09-13,37.79428571
2021-09-14,26.81771429
2021-09-15,20.24342857
2021-09-16,24.60857143
2021-09-17,24.17342857
2021-09-18,32.11264706
2021-09-19,31.865
2021-09-20,30.97
2021-09-21,31.42514286
2021-09-22,27.936
2021-09-23,25.84142857
2021-09-24,26.35228571
2021-09-25,35.00228571
2021-09-26,37.53828571
2021-09-27,54.968
2021-09-28,46.344
2021-09-29,31.77771429
2021-09-30,36.29228571
2021-10-01,51.366
2021-10-02,55.884
2021-10-03,37.20657143
2021-10-04,31.41971429
2021-10-05,40.50571429
2021-10-06,49.20285714
2021-10-07,65.53314286
2021-10-08,71.70742857
2021-10-09,67.45485714
2021-10-10,64.66971429
2021-10-11,66.44085714
2021-10-12,70.64571429
2021-10-13,77.98542857
2021-10-14,75.94428571
2021-10-15,92.44285714
2021-10-16,160.6639394
2021-10-17,118.5568571
2021-10-18,18.58
2021-10-19,53.85542857
2021-10-20,99.36142857
2021-10-21,72.38285714
2021-10-22,56.56314286
2021-10-23,65.88371429
2021-10-24,65.59617647
2021-10-25,42.08970588
2021-10-26,70.33805556
2021-10-27,108.7869444
2021-10-28,122.3894444
2021-10-29,127.2138889
2021-10-30,109.9972222
2021-10-31,129.0236111
2021-11-01,142.7336111
2021-11-02,138.7716667
2021-11-03,167.1502778
2021-11-04,326.2058333
2021-11-05,409.0066667
2021-11-06,321.445
2021-11-07,266.7983333
2021-11-08,256.4605556
2021-11-09,268.7845714
2021-11-10,233.1797222
2021-11-11,310.2422222
2021-11-12,389.4011111
2021-11-13,264.3494444
2021-11-14,186.4455556
2021-11-15,212.3588889
2021-11-16,258.4438889
2021-11-17,219.0144444
2021-11-18,220.5261111
2021-11-19,236.6297222
2021-11-20,225.8163889
2021-11-21,190.4338889
2021-11-22,140.2591667
2021-11-23,152.0558333
2021-11-24,232.71
2021-11-25,264.9330556
2021-11-26,279.4074286
2021-11-27,257.9202941
2021-11-28,277.0111429
2021-11-29,217.6725714
2021-11-30,177.4558333
2021-12-01,254.6661111
2021-12-02,265.5208333
2021-12-03,203.5633333
2021-12-04,172.6027778
2021-12-05,185.1488889
2021-12-06,143.9333333
2021-12-07,110.6652778
2021-12-08,116.3627778
2021-12-09,159.9638889
2021-12-10,151.1519444
2021-12-11,122.8638889
2021-12-12,145.3833333
2021-12-13,211.4238889
2021-12-14,234.5766667
2021-12-15,196.0155556
2021-12-16,223.9783333
2021-12-17,154.9686111
2021-12-18,142.4797222
2021-12-19,147.6586111
2021-12-20,198.3905556
2021-12-21,300.7202778
2021-12-22,315.7166667
2021-12-23,362.5566667
2021-12-24,300.9502778
2021-12-25,370.6152778
2021-12-26,376.715
2021-12-27,121.435
2021-12-28,152.0511111
2021-12-29,137.9313889
2021-12-30,167.2738889
2021-12-31,186.5102778
2022-01-01,244.4391667
2022-01-02,268.24
2022-01-03,251.4580556
2022-01-04,221.2066667
2022-01-05,276.7186111
2022-01-06,109.3722222
2022-01-07,70.65722222
2022-01-08,46.55388889
2022-01-09,44.22388889
2022-01-10,91.32666667
2022-01-11,95.10305556
2022-01-12,110.8127778
2022-01-13,205.9513889
2022-01-14,189.326
2022-01-15,121.9162857
2022-01-16,141.5747059
2022-01-17,178.7888235
2022-01-18,182.3176471
2022-01-19,188.6465714
2022-01-20,244.3228571
2022-01-21,203.2216667
2022-01-22,131.2872222
2022-01-23,112.4897222
2022-01-24,119.4086111
2022-01-25,125.4588889
2022-01-26,132.7125
2022-01-27,123.7322222
2022-01-28,112.0147222
2022-01-29,125.8066667
2022-01-30,143.0205556
2022-01-31,215.6775
2022-02-01,203.6505556
2022-02-02,161.6922222
2022-02-03,143.46
2022-02-04,62.38777778
2022-02-05,129.0788889
2022-02-06,164.3058333
2022-02-07,123.7766667
2022-02-08,147.3047222
2022-02-09,93.72805556
2022-02-10,80.4775
2022-02-11,85.67472222
2022-02-12,90.51444444
2022-02-13,130.1822857
2022-02-14,117.0974286
2022-02-15,104.2644444
2022-02-16,141.7094444
2022-02-17,114.4352778
2022-02-18,115.9352778
2022-02-19,83.75171429
2022-02-20,80.85166667
2022-02-21,81.09111111
2022-02-22,98.62083333
2022-02-23,112.8325
2022-02-24,152.2116667
2022-02-25,128.2588889
2022-02-26,26.90527778
2022-02-27,43.88583333
2022-02-28,47.58722222
2022-03-01,85.65888889
2022-03-02,105.8044444
2022-03-03,83.10028571
2022-03-04,78.01388889
2022-03-05,57.94833333
2022-03-06,86.73971429
2022-03-07,124.7677778
2022-03-08,122.7263889
2022-03-09,70.42777778
2022-03-10,65.10833333
2022-03-11,77.47611111
2022-03-12,74.05583333
2022-03-13,91.32972222
2022-03-14,119.2888889
2022-03-15,116.7597222
2022-03-16,92.58472222
2022-03-17,119.7544444
2022-03-18,138.97
2022-03-19,105.8627778
2022-03-20,102.3263889
2022-03-21,132.1258333
2022-03-22,81.17305556
2022-03-23,102.2405556
2022-03-24,115.8908333
2022-03-25,89.13444444
2022-03-26,85.03027778
2022-03-27,90.92885714
2022-03-28,102.8372222
2022-03-29,119.3252778
2022-03-30,126.3938889
2022-03-31,141.9941667
2022-04-01,75.72805556
2022-04-02,105.8538889
2022-04-03,103.9036111
2022-04-04,107.8138889
2022-04-05,102.8238889
2022-04-06,116.1302778
2022-04-07,125.7386111
2022-04-08,114.25
2022-04-09,112.3697222
2022-04-10,109.2525
2022-04-11,115.5016667
2022-04-12,94.63611111
2022-04-13,114.6455556
2022-04-14,75.92666667
2022-04-15,70.87885714
2022-04-16,102.3127778
2022-04-17,109.5169444
2022-04-18,110.9277143
2022-04-19,132.95
2022-04-20,95.74
2022-04-21,104.0158333
2022-04-22,65.21777778
2022-04-23,112.0302778
2022-04-24,122.0705556
2022-04-25,101.6802778
2022-04-26,82.14055556
2022-04-27,158.2625
2022-04-28,164.7638889
2022-04-29,151.3258333
2022-04-30,123.7472222
2022-05-01,90.59194444
2022-05-02,73.475
2022-05-03,98.74314286
2022-05-04,72.37861111
2022-05-05,71.91805556
2022-05-06,117.0572222
2022-05-07,87.35944444
2022-05-08,83.56371429
2022-05-09,66.04166667
2022-05-10,64.57555556
2022-05-11,61.70472222
2022-05-12,66.42111111
2022-05-13,76.41805556
2022-05-14,108.6665714
2022-05-15,100.0342857
2022-05-16,91.77944444
2022-05-17,68.31416667
2022-05-18,75.52611111
2022-05-19,87.10083333
2022-05-20,93.03444444
2022-05-21,74.98166667
2022-05-22,63.89833333
2022-05-23,30.82942857
2022-05-24,37.08972222
2022-05-25,92.78885714
2022-05-26,93.79371429
2022-05-27,84.63514286
2022-05-28,75.06914286
2022-05-29,71.50828571
2022-05-30,63.81028571
2022-05-31,95.97542857
2022-06-01,95.32972222
2022-06-02,74.83944444
2022-06-03,89.21194444
2022-06-04,81.74388889
2022-06-05,58.98264706
2022-06-06,53.31
2022-06-07,84.632
2022-06-08,75.64416667
2022-06-09,60.96416667
2022-06-10,72.33722222
2022-06-11,67.818
2022-06-12,73.03342857
2022-06-13,49.25828571
2022-06-14,54.03057143
2022-06-15,34.50742857
2022-06-16,34.13342857
2022-06-17,28.10542857
2022-06-18,34.66028571
2022-06-19,43.03571429
2022-06-20,54.93885714
2022-06-21,44.434
2022-06-22,51.52205882
2022-06-23,56.09571429
2022-06-24,71.78142857
2022-06-25,79.116
2022-06-26,64.31428571
2022-06-27,54.792
2022-06-28,75.06828571
2022-06-29,60.93
2022-06-30,37.64171429
2022-07-01,35.99457143
2022-07-02,42.57457143
2022-07-03,30.96828571
2022-07-04,64.31911765
2022-07-05,65.50294118
2022-07-06,51.41114286
2022-07-07,40.11142857
2022-07-08,37.12514286
2022-07-09,40.794
2022-07-10,32.962
2022-07-11,45.95257143
2022-07-12,42.33457143
2022-07-13,35.36514286
2022-07-14,31.08685714
2022-07-15,25.63257143
2022-07-16,24.56057143
2022-07-17,28.96314286
2022-07-18,43.61228571
2022-07-19,43.15057143
2022-07-20,34.13470588
2022-07-21,45.32485714
2022-07-22,56.61514286
2022-07-23,29.86942857
2022-07-24,24.85228571
2022-07-25,24.50971429
2022-07-26,28.23088235
2022-07-27,31.02028571
2022-07-28,22.15171429
2022-07-29,19.57085714
2022-07-30,22.45771429
2022-07-31,24.35029412
2022-08-01,25.98285714
2022-08-02,32.61314286
2022-08-03,48.76571429
2022-08-04,46.98714286
2022-08-05,38.716
2022-08-06,52.24028571
2022-08-07,46.862
2022-08-08,45.13171429
2022-08-09,41.67342857
2022-08-10,27.29828571
2022-08-11,17.96514286
2022-08-12,19.66085714
2022-08-13,27.60542857
2022-08-14,26.43
2022-08-15,19.23676471
2022-08-16,15.98914286
2022-08-17,13.59882353
2022-08-18,20.35371429
2022-08-19,18.35171429
2022-08-20,32.25888889
2022-08-21,47.13
2022-08-22,36.21057143
2022-08-23,25.34628571
2022-08-24,22.27857143
2022-08-25,36.24914286
2022-08-26,36.08428571
2022-08-27,31.96558824
2022-08-28,37.11457143
2022-08-29,40.15111111
2022-08-30,48.82777778
2022-08-31,44.20416667
2022-09-01,45.41888889
2022-09-02,45.97361111
2022-09-03,33.36277778
2022-09-04,26.62638889
2022-09-05,27.04083333
2022-09-06,40.32722222
2022-09-07,46.78777778
2022-09-08,64.19833333
2022-09-09,59.99305556
2022-09-10,49.66333333
2022-09-11,32.64944444
2022-09-12,27.40171429
2022-09-13,20.37628571
2022-09-14,17.73742857
2022-09-15,16.06212121
2022-09-16,16.24909091
2022-09-17,33.15575758
2022-09-18,47.04096774
2022-09-19,69.978
2022-09-20,49.34205882
2022-09-21,42.43352941
2022-09-22,25.97411765
2022-09-23,26.83970588
2022-09-24,23.48735294
2022-09-25,21.83617647
2022-09-26,47.46285714
2022-09-27,40.22257143
2022-09-28,54.77542857
2022-09-29,65.92114286
2022-09-30,80.08057143
2022-10-01,81.72371429
2022-10-02,69.51057143
2022-10-03,42.898
2022-10-04,63.20542857
2022-10-05,89.40942857
2022-10-06,17.09514286
2022-10-07,16.47029412
2022-10-08,14.61878788
2022-10-09,9.510588235
2022-10-10,15.10617647
2022-10-11,36.44514286
2022-10-12,62.97142857
2022-10-13,53.94428571
2022-10-14,73.28222222
2022-10-15,90.48861111
2022-10-16,106.2968571
2022-10-17,109.362
2022-10-18,110.3977143
2022-10-19,102.7114286
2022-10-20,111.9065714
2022-10-21,117.6305714
2022-10-22,123.134
2022-10-23,130.2952778
2022-10-24,175.4605556
2022-10-25,162.9394444
2022-10-26,142.86
2022-10-27,194.0366667
2022-10-28,223.7466667
2022-10-29,232.1697222
2022-10-30,212.3569444
2022-10-31,264.2688889
2022-11-01,249.4916667
2022-11-02,242.4422222
2022-11-03,406.2966667
2022-11-04,324.5708333
2022-11-05,193.1805556
2022-11-06,173.9074286
2022-11-07,194.6648571
2022-11-08,241.0542857
2022-11-09,106.5454286
2022-11-10,162.0875
2022-11-11,210.4922222
2022-11-12,187.9525
2022-11-13,161.41
2022-11-14,141.9363889
2022-11-15,102.7219444
2022-11-16,119.665
2022-11-17,141.2658333
2022-11-18,158.1925
2022-11-19,144.8348571
2022-11-20,174.1908571
2022-11-21,144.4580556
2022-11-22,114.2872222
2022-11-23,104.1771429
2022-11-24,108.7019444
2022-11-25,160.115
2022-11-26,184.7545714
2022-11-27,175.8432353
2022-11-28,200.2911429
2022-11-29,232.7066667
2022-11-30,208.7005556
2022-12-01,214.8377778
2022-12-02,202.1716667
2022-12-03,246.6269444
2022-12-04,249.3263889
2022-12-05,190.3419444
2022-12-06,184.7958333
2022-12-07,134.0216667
2022-12-08,144.4008333
2022-12-09,171.2494444
2022-12-10,212.5325
2022-12-11,134.6283333
2022-12-12,96.17222222
2022-12-13,71.29888889
2022-12-14,86.00472222
2022-12-15,90.06972222
2022-12-16,124.9755556
2022-12-17,172.2127778
2022-12-18,255.9248571
2022-12-19,261.0669444
2022-12-20,203.4086111
2022-12-21,190.4572222
2022-12-22,206.5847222
2022-12-23,203.8958333
2022-12-24,163.6247222
2022-12-25,169.305
2022-12-26,197.2027778
2022-12-27,166.21
2022-12-28,153.3627778
2022-12-29,198.0641667
2022-12-30,259.8375
2022-12-31,158.7041667
2023-01-01,142.4063889
2023-01-02,236.3402778
2023-01-03,243.7186111
2023-01-04,182.4358333
2023-01-05,210.5983333
2023-01-06,260.5744444
2023-01-07,231.74
2023-01-08,260.2608571
2023-01-09,381.1608333
2023-01-10,233.2597222
2023-01-11,178.3277778
2023-01-12,204.8955556
2023-01-13,217.2305556
2023-01-14,154.9816667
2023-01-15,99.08722222
2023-01-16,144.6002778
2023-01-17,152.9088889
2023-01-18,193.4022222
2023-01-19,199.9105714
2023-01-20,92.74861111
2023-01-21,211.5405556
2023-01-22,249.5244444
2023-01-23,168.6908333
2023-01-24,90.9325
2023-01-25,108.2025
2023-01-26,142.52
2023-01-27,93.87027778
2023-01-28,124.34
2023-01-29,190.8161111
2023-01-30,79.51371429
2023-01-31,83.225
2023-02-01,84.44444444
2023-02-02,86.1275
2023-02-03,105.2669444
2023-02-04,119.3552778
2023-02-05,106.3644444
2023-02-06,146.0269444
2023-02-07,118.8258333
2023-02-08,75.52
2023-02-09,92.90083333
2023-02-10,95.17
2023-02-11,138.4716667
2023-02-12,55.77833333
2023-02-13,48.48694444
2023-02-14,63.60944444
2023-02-15,92.65027778
2023-02-16,168.5741667
2023-02-17,228.5644444
2023-02-18,204.7833333
2023-02-19,182.3536111
2023-02-20,149.1644444
2023-02-21,126.3041667
2023-02-22,138.9747222
2023-02-23,83.45028571
2023-02-24,80.86833333
2023-02-25,115.5183333
2023-02-26,141.1128571
2023-02-27,119.7344444
2023-02-28,91.75333333
2023-03-01,74.3325
2023-03-02,92.36472222
2023-03-03,63.26666667
2023-03-04,56.78694444
2023-03-05,57.41583333
2023-03-06,68.26972222
2023-03-07,85.76
2023-03-08,113.4263889
2023-03-09,56.16972222
2023-03-10,91.85771429
2023-03-11,93.02944444
2023-03-12,99.45388889
2023-03-13,109.0519444
2023-03-14,102.5086111
2023-03-15,99.95611111
2023-03-16,104.5948571
2023-03-17,96.41228571
2023-03-18,70.36142857
2023-03-19,82.31857143
2023-03-20,59.61852941
2023-03-21,45.71441176
2023-03-22,77.53583333
2023-03-23,73.60222222
2023-03-24,88.29555556
2023-03-25,41.53222222
2023-03-26,67.16
2023-03-27,60.08833333
2023-03-28,69.62138889
2023-03-29,87.59277778
2023-03-30,72.5475
2023-03-31,31.14771429
2023-04-01,44.89166667
2023-04-02,60.85194444
2023-04-03,73.08416667
2023-04-04,47.04027778
2023-04-05,56.67888889
2023-04-06,44.852
2023-04-07,51.91027778
2023-04-08,72.79257143
2023-04-09,107.7773529
2023-04-10,92.75527778
2023-04-11,125.8191667
2023-04-12,81.40472222
2023-04-13,92.27027778
2023-04-14,102.5134286
2023-04-15,106.0025
2023-04-16,77.73722222
2023-04-17,74.65722222
2023-04-18,81.21111111
2023-04-19,64.10472222
2023-04-20,44.37472222
2023-04-21,43.00055556
2023-04-22,41.82333333
2023-04-23,27.35472222
2023-04-24,61.24833333
2023-04-25,57.44222222
2023-04-26,91.13027778
2023-04-27,82.15777778
2023-04-28,70.23555556
2023-04-29,75.74055556
2023-04-30,51.42166667
